"Story","Title","Result","Date","Stability","Duration (s)"
"Manter Produtos","Excluir produto por ID (Cenário com falha)","FAILURE","2023-10-17T16:23:08.9845411-03:00[America/Sao_Paulo]","0.0","0.21"
